target,反应类型,条件,truetarget,CorAns,Position,congruency,AffValue,flankerPic,targetPic,corAnsF,corAnsA,RestPic,returnPractice.thisRepN,returnPractice.thisTrialN,returnPractice.thisN,returnPractice.thisIndex,pracNum.thisRepN,pracNum.thisTrialN,pracNum.thisN,pracNum.thisIndex,NumBlock1.thisRepN,NumBlock1.thisTrialN,NumBlock1.thisN,NumBlock1.thisIndex,NumBlock2.thisRepN,NumBlock2.thisTrialN,NumBlock2.thisN,NumBlock2.thisIndex,returnPrac.thisRepN,returnPrac.thisTrialN,returnPrac.thisN,returnPrac.thisIndex,PracAff.thisRepN,PracAff.thisTrialN,PracAff.thisN,PracAff.thisIndex,AffBlocks.thisRepN,AffBlocks.thisTrialN,AffBlocks.thisN,AffBlocks.thisIndex,AffBlock1.thisRepN,AffBlock1.thisTrialN,AffBlock1.thisN,AffBlock1.thisIndex,respNum2word.keys,respNum2word.corr,respNum2word.rt,text.started,text.stopped,blank.started,blank.stopped,respFlanker.keys,respFlanker.corr,respFlanker.rt,thisWord,respAffWord.keys,respAffWord.corr,respAffWord.rt,姓名,性别,年龄（周岁）,date,expName,psychopyVersion,frameRate
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,2,2,28,,,,739.4618838,None,738.2783311,739.4784211,a,1,0.5424934,振作,k,1,0.5879359,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,3,3,55,,,,742.4450047,None,741.2616991,742.4615825,a,1,0.5684031,丢失,l,1,0.6355264,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,4,4,73,,,,745.6118415,None,744.4283598,745.6285222,a,1,0.4286375,冷笑,l,1,0.6574014,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,5,5,15,,,,748.6952247,None,747.5117309,748.7117355,a,1,0.5054658,慌忙,l,1,0.6181859,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,6,6,47,,,,751.7118122,None,750.5284838,751.7285608,a,1,0.4765836,焦躁,l,1,0.5286183,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,7,7,76,,,,754.6618114,None,753.4785228,754.6783997,a,1,0.5874315,享受,k,1,0.6141254,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,8,8,66,,,,757.7617578,None,756.5784155,757.7785349,a,1,0.4342784,爽朗,k,1,0.5933417,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,9,9,2,,,,760.6952175,None,759.5118689,760.7117223,None,0,,廉洁,k,1,0.7412594,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,10,10,11,,,,764.6618795,None,763.4784548,764.6783671,s,1,0.5071903,怀疑,l,1,0.7678274,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,11,11,25,,,,767.8618308,None,766.6784994,767.8783871,a,1,0.3887096,烦恼,l,1,0.7010672,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,12,12,9,,,,770.9448799,None,769.7618623,770.9616471,a,1,0.3899554,闷热,l,1,0.6064646,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,13,13,35,,,,773.8783795,None,772.6950758,773.8950896,s,1,0.4259383,罚款,l,1,0.6111223,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,14,14,70,,,,776.8115738,None,775.6285889,776.8284705,s,1,0.6664424,前进,k,1,0.5925928,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,15,15,38,,,,780.0784054,None,778.8951186,780.0951661,s,1,0.5900347,优雅,k,1,0.6852841,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,16,16,68,,,,783.2117517,None,782.0283753,783.2284904,a,1,0.5538106,有利,k,1,0.5394816,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,17,17,33,,,,786.1615178,None,784.9779999,786.1780648,a,1,0.4246593,心慌,l,1,0.7171129,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,18,18,37,,,,789.1283038,None,787.9451374,789.145083,s,1,0.5223524,争吵,l,1,1.1161103,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,19,19,3,,,,792.7117413,None,791.5283825,792.7284866,s,1,0.4367652,忧虑,l,1,0.7486909,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,20,20,0,,,,795.7786269,None,794.5950025,795.7952818,s,1,0.3914498,吉祥,k,1,0.6055046,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,21,21,40,,,,798.7777568,None,797.5949996,798.7944263,s,1,0.4677072,奉献,k,1,0.5613304,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,22,22,71,,,,801.8115862,None,800.6280146,801.8278505,a,1,0.4811805,假冒,l,1,0.7997253,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,23,23,13,,,,805.0617448,None,803.8778332,805.0783906,s,1,0.4240019,堵塞,l,1,0.6949335,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,24,24,12,,,,808.1278525,None,806.9451278,808.1444867,a,1,0.4344364,羡慕,k,1,0.8295556,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,25,25,43,,,,811.245011,None,810.0618471,811.2617814,s,1,0.3902004,沮丧,l,1,1.0428109,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,26,26,8,,,,814.6277544,None,813.4448611,814.6450048,s,1,0.3996079,瑰丽,k,1,0.5530482,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,27,27,7,,,,817.577794,None,816.3951177,817.5950543,a,1,0.4979993,损害,l,1,1.0066169,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,28,28,5,,,,821.0950642,None,819.9117191,821.1116827,s,1,0.5114467,处罚,l,1,0.6751383,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,29,29,53,,,,824.1777503,None,822.9950728,824.1945392,s,1,0.5013897,穷苦,l,1,1.1202457,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,30,30,56,,,,827.7949953,None,826.6117908,827.8116863,s,1,0.3831977,热切,k,1,0.6883046,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,31,31,26,,,,830.778503,None,829.595172,830.7951127,a,1,0.3667928,典雅,k,1,0.6269022,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,32,32,48,,,,833.6283413,None,832.4450581,833.644938,s,1,0.3697829,诚恳,k,1,0.5897109,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,33,33,22,,,,836.6449153,None,835.4616709,836.661766,s,1,0.5153021,珍藏,k,1,0.4975524,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,34,34,50,,,,839.5948969,None,838.4111746,839.6115363,a,1,0.3785351,正直,k,1,0.5177549,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,35,35,20,,,,842.4950159,None,841.3117687,842.5116766,a,1,0.4827156,富足,k,1,0.7474331,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,36,36,41,,,,845.7783781,None,844.5951276,845.7950698,a,1,0.4940661,懒惰,l,1,0.7059007,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,37,37,30,,,,848.9618051,None,847.7785847,848.9784358,s,1,0.4859604,生动,k,1,0.6299636,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,38,38,36,,,,851.9616961,None,850.7781435,851.9777001,a,1,0.4753979,俊秀,k,1,1.1227259,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,39,39,64,,,,855.6117248,None,854.4275928,855.6284259,s,1,0.5427623,留恋,k,1,0.5117296,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,40,40,65,,,,858.494582,None,857.3111866,858.5113084,a,1,0.3647748,杂乱,l,1,0.7341604,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,41,41,19,,,,861.6115222,None,860.428329,861.6282698,s,1,0.4948197,落后,l,1,0.7082481,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,42,42,62,,,,864.7282668,None,863.5448748,864.7449909,s,1,0.5198384,畅销,k,1,0.6687484,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,43,43,1,,,,867.9282915,None,866.7449925,867.944976,a,1,0.5324888,黑暗,l,1,0.5425692,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,44,44,4,,,,871.0616097,None,869.8783037,871.0783239,a,1,0.5452117,赞成,k,1,0.6179011,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,45,45,77,,,,874.1783252,None,872.9949291,874.1948931,s,1,0.5096462,消沉,l,1,1.1892816,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,46,46,72,,,,877.9118928,None,876.7282435,877.9285146,s,1,0.4322348,雄厚,k,1,0.6571594,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,47,47,79,,,,880.9281611,None,879.744951,880.9448655,a,1,0.4973151,自卑,l,1,0.6545336,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,48,48,31,,,,883.9451004,None,882.7615153,883.9616783,a,1,0.5435955,郁闷,l,1,0.9681175,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,49,49,61,,,,887.3951222,None,886.2116708,887.411871,s,1,0.5605894,别扭,l,1,0.5821192,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,50,50,58,,,,890.4117173,None,889.2283415,890.4285112,a,1,0.4634631,永恒,k,1,0.8315277,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,51,51,34,,,,893.7452038,None,892.561521,893.7618483,a,1,0.5879197,如愿,k,1,0.6031262,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,52,52,59,,,,896.9616328,None,895.7783613,896.9783281,s,1,0.3711409,悲观,l,1,0.5504994,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,53,53,67,,,,899.9782724,None,898.7950277,899.9950445,s,1,0.4062086,伤心,l,1,0.5769655,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,54,54,51,,,,902.8451595,None,901.6616634,902.8616327,s,1,0.4267379,浪费,l,1,0.8017409,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,55,55,74,,,,906.0117829,None,904.8282352,906.028498,a,1,0.409853,丰满,k,1,0.5836899,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,56,56,42,,,,909.0781608,None,907.8948351,909.0948491,a,1,0.3284215,精致,k,1,0.8016087,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,57,57,54,,,,912.1948795,None,911.0115251,912.2113873,s,1,0.5393226,顽强,k,1,1.1217119,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,58,58,16,,,,915.6782058,None,914.4948128,915.6946835,s,1,0.5415504,豪放,k,1,0.6942087,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,59,59,32,,,,918.7616475,None,917.5781738,918.7782197,s,1,0.3906112,敬佩,k,1,0.5769892,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,60,60,57,,,,921.7282788,None,920.544778,921.7448005,a,1,0.8633137,逃避,l,1,1.264121,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,61,61,23,,,,925.8949754,None,924.7111449,925.9115975,a,1,0.7509755,嘲笑,l,1,0.6124445,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,62,62,6,,,,929.194951,None,928.011491,929.2114819,s,1,0.5412193,圣洁,k,1,0.5803456,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,63,63,14,,,,932.3281599,None,931.1448645,932.3449471,s,1,0.5239039,鲜艳,k,1,0.5776179,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,64,64,21,,,,935.3282293,None,934.14492,935.3448971,s,1,0.574527,禁止,l,1,0.6258526,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,65,65,44,,,,938.4782281,None,937.2948511,938.4948779,a,1,0.5550202,公平,k,1,0.6256419,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,66,66,60,,,,941.5114324,None,940.328022,941.5282504,a,1,0.501574,秀丽,k,1,0.5691831,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,67,67,24,,,,944.5448901,None,943.3615716,944.561664,s,1,0.595084,卓越,k,1,0.5853649,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,68,68,39,,,,947.5779807,None,946.3946977,947.5949009,a,1,0.485533,孤单,l,1,0.7319803,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,69,69,49,,,,950.8448302,None,949.6614839,950.8615147,a,1,0.4227954,撒谎,l,1,0.6296984,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,70,70,75,,,,953.9281454,None,952.7447471,953.9448151,s,1,0.3634821,厌恶,l,1,0.7940977,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,71,71,18,,,,957.0614077,None,955.8779757,957.0780212,a,1,0.4079107,充裕,k,1,0.6343217,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,72,72,17,,,,960.1447541,None,958.9612331,960.1614833,a,1,0.4104876,鲁莽,l,1,0.5552987,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,73,73,10,,,,962.96135,None,961.7781678,962.9781873,a,1,0.4092944,富丽,k,1,0.622234,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,74,74,46,,,,965.9447698,None,964.7614232,965.9613277,s,1,0.5011184,清秀,k,1,0.5379295,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,75,75,29,,,,968.9448416,None,967.7614831,968.9613827,s,1,0.4842108,失意,l,1,0.710841,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,76,76,52,,,,972.1781266,None,970.994279,972.1942489,a,1,0.6553065,舒畅,k,1,0.8221211,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,77,77,69,,,,975.6448563,None,974.4614862,975.661331,s,1,0.5876092,排斥,l,1,0.6644898,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,78,78,27,,,,978.7773247,None,977.594831,978.7941673,s,1,0.4358002,胡涂,l,1,0.6110877,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,79,79,63,,,,981.7114102,None,980.5280036,981.7281565,a,1,0.6146705,缺乏,l,1,0.6729196,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,,,,,,,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest3.png,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,0,0,17,,,,991.7944887,None,990.6030375,991.8111463,a,1,0.4162662,轻率,l,1,0.6753566,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
